Batch	SentiGlass_14Nov012.sre
Evolution 600 288002	100%T Baseline Correction
Sample001 Cycle01	14/11/2022 11:17:39AM
nm	A
200.00	XXX.XXX
201.00	XXX.XXX
202.00	XXX.XXX
203.00	XXX.XXX
204.00	XXX.XXX
205.00	XXX.XXX
206.00	XXX.XXX
207.00	XXX.XXX
208.00	XXX.XXX
209.00	XXX.XXX
210.00	XXX.XXX
211.00	XXX.XXX
212.00	XXX.XXX
213.00	XXX.XXX
214.00	XXX.XXX
215.00	XXX.XXX
216.00	XXX.XXX
217.00	XXX.XXX
218.00	XXX.XXX
219.00	XXX.XXX
220.00	XXX.XXX
221.00	XXX.XXX
222.00	XXX.XXX
223.00	XXX.XXX
224.00	XXX.XXX
225.00	XXX.XXX
226.00	XXX.XXX
227.00	XXX.XXX
228.00	XXX.XXX
229.00	XXX.XXX
230.00	XXX.XXX
231.00	XXX.XXX
232.00	XXX.XXX
233.00	XXX.XXX
234.00	XXX.XXX
235.00	XXX.XXX
236.00	XXX.XXX
237.00	XXX.XXX
238.00	XXX.XXX
239.00	XXX.XXX
240.00	XXX.XXX
241.00	XXX.XXX
242.00	XXX.XXX
243.00	XXX.XXX
244.00	XXX.XXX
245.00	XXX.XXX
246.00	XXX.XXX
247.00	XXX.XXX
248.00	XXX.XXX
249.00	XXX.XXX
250.00	XXX.XXX
251.00	XXX.XXX
252.00	XXX.XXX
253.00	XXX.XXX
254.00	XXX.XXX
255.00	XXX.XXX
256.00	XXX.XXX
257.00	XXX.XXX
258.00	XXX.XXX
259.00	XXX.XXX
260.00	XXX.XXX
261.00	XXX.XXX
262.00	XXX.XXX
263.00	XXX.XXX
264.00	XXX.XXX
265.00	XXX.XXX
266.00	XXX.XXX
267.00	XXX.XXX
268.00	XXX.XXX
269.00	XXX.XXX
270.00	XXX.XXX
271.00	XXX.XXX
272.00	XXX.XXX
273.00	XXX.XXX
274.00	XXX.XXX
275.00	XXX.XXX
276.00	XXX.XXX
277.00	XXX.XXX
278.00	XXX.XXX
279.00	XXX.XXX
280.00	XXX.XXX
281.00	XXX.XXX
282.00	XXX.XXX
283.00	XXX.XXX
284.00	XXX.XXX
285.00	XXX.XXX
286.00	XXX.XXX
287.00	XXX.XXX
288.00	XXX.XXX
289.00	XXX.XXX
290.00	XXX.XXX
291.00	XXX.XXX
292.00	XXX.XXX
293.00	XXX.XXX
294.00	XXX.XXX
295.00	XXX.XXX
