Batch	SentiGlass_14Nov005.sre
390.00	XXX.XXX
391.00	XXX.XXX
392.00	XXX.XXX
393.00	XXX.XXX
394.00	XXX.XXX
395.00	XXX.XXX
396.00	XXX.XXX
397.00	XXX.XXX
398.00	XXX.XXX
399.00	XXX.XXX
400.00	XXX.XXX
401.00	XXX.XXX
402.00	XXX.XXX
403.00	XXX.XXX
404.00	XXX.XXX
405.00	XXX.XXX
406.00	XXX.XXX
407.00	XXX.XXX
408.00	XXX.XXX
409.00	XXX.XXX
410.00	XXX.XXX
411.00	XXX.XXX
412.00	XXX.XXX
413.00	XXX.XXX
414.00	XXX.XXX
415.00	XXX.XXX
416.00	XXX.XXX
417.00	XXX.XXX
418.00	XXX.XXX
419.00	XXX.XXX
420.00	XXX.XXX
421.00	XXX.XXX
422.00	XXX.XXX
423.00	XXX.XXX
424.00	XXX.XXX
425.00	XXX.XXX
426.00	XXX.XXX
427.00	XXX.XXX
428.00	XXX.XXX
429.00	XXX.XXX
430.00	XXX.XXX
431.00	XXX.XXX
432.00	XXX.XXX
433.00	XXX.XXX
434.00	XXX.XXX
435.00	XXX.XXX
436.00	XXX.XXX
437.00	XXX.XXX
438.00	XXX.XXX
439.00	XXX.XXX
440.00	XXX.XXX
441.00	XXX.XXX
442.00	XXX.XXX
443.00	XXX.XXX
444.00	XXX.XXX
445.00	XXX.XXX
446.00	XXX.XXX
447.00	XXX.XXX
448.00	XXX.XXX
449.00	XXX.XXX
450.00	XXX.XXX
451.00	XXX.XXX
452.00	XXX.XXX
453.00	XXX.XXX
454.00	XXX.XXX
455.00	4.902
456.00	XXX.XXX
457.00	XXX.XXX
458.00	4.604
459.00	4.369
460.00	4.149
461.00	4.015
462.00	3.925
463.00	3.835
464.00	3.775
465.00	3.696
466.00	3.645
467.00	3.585
468.00	3.544
469.00	3.500
470.00	3.442
471.00	3.416
472.00	3.386
473.00	3.364
474.00	3.322
475.00	3.292
476.00	3.264
477.00	3.232
478.00	3.213
479.00	3.192
480.00	3.164
481.00	3.154
482.00	3.134
483.00	3.128
484.00	3.087
485.00	3.077
486.00	3.059
487.00	3.048
488.00	3.035
489.00	3.014
490.00	3.008
491.00	2.986
492.00	2.979
493.00	2.970
494.00	2.954
495.00	2.942
496.00	2.936
497.00	2.926
498.00	2.919
499.00	2.904
500.00	2.894
501.00	2.880
502.00	2.877
503.00	2.870
504.00	2.859
505.00	2.848
506.00	2.841
507.00	2.833
508.00	2.845
509.00	2.842
510.00	2.824
511.00	2.802
512.00	2.799
513.00	2.784
514.00	2.775
515.00	2.764
516.00	2.750
517.00	2.739
518.00	2.724
519.00	2.713
520.00	2.705
521.00	2.688
522.00	2.673
523.00	2.656
524.00	2.657
525.00	2.639
526.00	2.629
527.00	2.609
528.00	2.590
529.00	2.572
530.00	2.554
531.00	2.535
532.00	2.521
533.00	2.501
534.00	2.480
535.00	2.453
536.00	2.437
537.00	2.415
538.00	2.397
539.00	2.378
540.00	2.354
541.00	2.332
542.00	2.309
543.00	2.288
544.00	2.267
545.00	2.249
546.00	2.228
547.00	2.204
548.00	2.178
549.00	2.153
550.00	2.133
551.00	2.114
552.00	2.089
553.00	2.066
554.00	2.042
555.00	2.022
556.00	2.000
557.00	1.980
558.00	1.960
559.00	1.938
560.00	1.916
561.00	1.894
562.00	1.874
563.00	1.851
564.00	1.836
565.00	1.817
566.00	1.798
567.00	1.783
568.00	1.762
569.00	1.742
570.00	1.725
571.00	1.708
572.00	1.695
573.00	1.677
574.00	1.661
575.00	1.645
576.00	1.625
577.00	1.611
578.00	1.597
579.00	1.585
580.00	1.572
581.00	1.558
582.00	1.541
583.00	1.526
584.00	1.515
585.00	1.504
586.00	1.493
587.00	1.483
588.00	1.470
589.00	1.456
590.00	1.445
591.00	1.432
592.00	1.423
593.00	1.411
594.00	1.402
595.00	1.393
596.00	1.381
597.00	1.371
598.00	1.358
599.00	1.352
600.00	1.342
601.00	1.333
602.00	1.326
603.00	1.317
604.00	1.308
605.00	1.299
606.00	1.290
607.00	1.281
608.00	1.273
609.00	1.264
610.00	1.260
611.00	1.253
612.00	1.243
613.00	1.235
614.00	1.226
615.00	1.220
616.00	1.213
617.00	1.207
618.00	1.203
619.00	1.194
620.00	1.190
621.00	1.179
622.00	1.171
623.00	1.164
624.00	1.158
625.00	1.152
626.00	1.148
627.00	1.144
628.00	1.139
629.00	1.133
630.00	1.125
631.00	1.119
632.00	1.114
633.00	1.109
634.00	1.103
635.00	1.097
636.00	1.094
637.00	1.086
638.00	1.082
639.00	1.076
640.00	1.071
641.00	1.065
642.00	1.063
643.00	1.059
644.00	1.054
645.00	1.050
646.00	1.045
647.00	1.038
648.00	1.032
649.00	1.023
650.00	1.021
651.00	1.014
652.00	1.013
653.00	1.010
654.00	1.006
655.00	1.005
656.00	1.000
657.00	0.993
658.00	0.989
659.00	0.987
660.00	0.980
661.00	0.976
662.00	0.971
663.00	0.969
664.00	0.962
665.00	0.960
666.00	0.955
667.00	0.949
668.00	0.946
669.00	0.945
670.00	0.942
671.00	0.939
672.00	0.937
673.00	0.935
674.00	0.932
675.00	0.927
676.00	0.924
677.00	0.915
678.00	0.911
679.00	0.906
680.00	0.902
681.00	0.901
682.00	0.901
683.00	0.900
684.00	0.898
685.00	0.896
686.00	0.896
687.00	0.893
688.00	0.890
689.00	0.888
690.00	0.887
691.00	0.882
692.00	0.879
693.00	0.877
694.00	0.872
695.00	0.870
696.00	0.867
697.00	0.865
698.00	0.861
699.00	0.863
700.00	0.861
701.00	0.860
702.00	0.863
703.00	0.862
704.00	0.864
705.00	0.861
706.00	0.859
707.00	0.858
708.00	0.856
709.00	0.851
710.00	0.845
711.00	0.843
712.00	0.841
713.00	0.839
714.00	0.839
715.00	0.837
716.00	0.839
717.00	0.838
718.00	0.840
719.00	0.835
720.00	0.834
721.00	0.837
722.00	0.835
723.00	0.834
724.00	0.832
725.00	0.832
726.00	0.830
727.00	0.830
728.00	0.824
729.00	0.824
730.00	0.822
731.00	0.819
732.00	0.817
733.00	0.816
734.00	0.815
735.00	0.815
736.00	0.812
737.00	0.815
738.00	0.819
739.00	0.820
740.00	0.820
741.00	0.818
742.00	0.817
743.00	0.817
744.00	0.815
745.00	0.811
746.00	0.811
747.00	0.808
748.00	0.805
749.00	0.804
750.00	0.803
751.00	0.804
752.00	0.804
753.00	0.802
754.00	0.804
755.00	0.804
756.00	0.800
757.00	0.799
758.00	0.801
759.00	0.802
760.00	0.801
761.00	0.804
762.00	0.803
763.00	0.802
764.00	0.802
765.00	0.800
766.00	0.799
767.00	0.799
768.00	0.796
769.00	0.792
770.00	0.792
771.00	0.789
772.00	0.788
773.00	0.788
774.00	0.791
775.00	0.790
776.00	0.792
777.00	0.794
778.00	0.796
779.00	0.793
780.00	0.793
781.00	0.791
782.00	0.791
783.00	0.791
784.00	0.789
785.00	0.790
786.00	0.787
787.00	0.787
788.00	0.785
789.00	0.784
790.00	0.783
791.00	0.785
792.00	0.785
793.00	0.782
794.00	0.780
795.00	0.781
796.00	0.781
797.00	0.779
798.00	0.780
799.00	0.779
800.00	0.778
